Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
50933533,Ancient Gear Gadjiltron Dragon,effect,Machine,8,,3000,2000,EARTH
83104731,Ancient Gear Golem,effect,Machine,8,,3000,3000,EARTH
95735217,Ancient Gear Golem - Ultimate Pound,effect,Machine,8,,3000,3000,EARTH
87182127,Ancient Gear Howitzer,fusion,Machine,8,,1000,1800,EARTH
42878636,Ancient Gear Hunting Hound,effect,Machine,3,,1000,1000,EARTH
81269231,Ancient Gear Hydra,effect,Machine,7,,2700,1700,EARTH
39303359,Ancient Gear Knight,effect,Machine,4,,1800,500,EARTH
37663536,Ancient Gear Megaton Golem,fusion,Machine,9,,3300,3300,EARTH
44874522,Ancient Gear Reactor Dragon,effect,Machine,9,,3000,3000,EARTH
47482043,Ancient Gear Reborn,trap,Continuous,,,,,
56094445,Ancient Gear Soldier,effect,Machine,4,,1300,1300,EARTH
37457534,Ancient Gear Tank,spell,Equip,,,,,
91098230,Ancient Gear Tanker,effect,Machine,4,,1300,1300,EARTH
44052075,Ancient Gear Token,token,Machine,1,,0,0,EARTH
59811955,Ancient Gear Workshop,spell,Normal,,,,,
17663375,Ancient Gear Wyvern,effect,Machine,4,,1700,1200,EARTH
81492226,Ancient Jar,normal,Rock,1,,400,200,EARTH
54912977,Ancient Lamp,effect,Spellcaster,3,,900,1400,WIND
11830996,Ancient Leaf,spell,Normal,,,,,
43230671,Ancient Lizard Warrior,normal,Reptile,4,,1400,1100,EARTH
14015067,Ancient One of the Deep Forest,normal,Beast,6,,1800,1900,EARTH
4179255,Ancient Pixie Dragon,synchro,Dragon,7,,2100,3000,DARK
300302056,Ancient Ruler Rises,skill,Abidos the Th,,,,,
10667321,Ancient Rules,spell,Normal,,,,,
25958491,Ancient Sacred Wyvern,synchro,Fairy,7,,2100,2000,LIGHT
36821538,Ancient Sorcerer,normal,Spellcaster,4,,1000,1300,DARK
17092736,Ancient Telescope,spell,Normal,,,,,
49587396,Ancient Tool,normal,Machine,5,,1700,1400,DARK
86421986,Ancient Tree of Enlightenment,normal,Plant,3,,600,1500,EARTH
33545259,Ancient Warriors - Ambitious Cao De,effect,Beast-Warrior,8,,3000,2500,FIRE
6438003,Ancient Warriors - Deceptive Jia Wen,effect,Beast-Warrior,4,,1100,1800,FIRE
13923256,Ancient Warriors - Eccentric Lu Jing,effect,Beast-Warrior,4,,700,2000,WATER
60033398,Ancient Warriors - Fearsome Zhang Yuan,effect,Beast-Warrior,6,,2300,2000,FIRE
77539547,Ancient Warriors - Graceful Zhou Gong,effect,Beast-Warrior,4,,1600,1600,WATER
32422602,Ancient Warriors - Ingenious Zhuge Kong,effect,Beast-Warrior,4,,1000,2000,WIND
76416959,Ancient Warriors - Loyal Guan Yun,effect,Beast-Warrior,7,,2500,1800,WIND
40140448,Ancient Warriors - Masterful Sun Mou,effect,Beast-Warrior,4,,1800,1500,WATER
82791472,Ancient Warriors - Rebellious Lu Feng,effect,Beast-Warrior,8,,2800,2200,DARK
79582540,Ancient Warriors - Savage Don Ying,effect,Beast-Warrior,6,,2200,1800,DARK
2801664,Ancient Warriors - Valiant Zhang De,effect,Beast-Warrior,7,,2700,900,WIND
40428851,Ancient Warriors - Virtuous Liu Xuan,effect,Beast-Warrior,4,,1400,1200,WIND
65711558,Ancient Warriors Oath - Double Dragon Lords,link,Beast-Warrior,2,,1100,,WIND
33609093,Ancient Warriors Saga - Borrowing of Arrows,spell,Continuous,,,,,
82255872,Ancient Warriors Saga - Chivalrous Path,trap,Continuous,,,,,
45115956,Ancient Warriors Saga - Deception and Betrayal,spell,Continuous,,,,,
4810585,Ancient Warriors Saga - Defense of Changban,trap,Continuous,,,,,
62528292,Ancient Warriors Saga - East-by-South Winds,spell,Continuous,,,,,
58116537,Ancient Warriors Saga - Sun-Liu Alliance,spell,Continuous,,,,,
11711438,Ancient Warriors Saga - Three Visits,spell,Continuous,,,,,
47594939,And the Band Played On,trap,Continuous,,,,,
15013468,Andro Sphinx,effect,Beast,10,,3000,2500,LIGHT
53266486,Anesthrokket Dragon,effect,Dragon,1,,0,2200,DARK
82243738,Angel O1,effect,Fairy,1,,200,300,LIGHT
56784842,Angel O7,effect,Fairy,7,,2500,1500,LIGHT
91706817,Angel of Blue Tears,spell,Normal,,,,,
42216237,Angel of Zera,synchro,Fairy,8,,2800,2300,LIGHT
44822037,Angel Statue - Azurune,trap,Continuous,,,,,
87979586,Angel Trumpeter,normal,Plant,4,,1900,1600,EARTH
36320744,"Angelica, Princess of Noble Arms",synchro,Warrior,5,,1200,2400,FIRE
40678060,Angelica's Angelic Ring,spell,Equip,,,,,
3048768,Angello Vaalmonica,effect_pendulum,Fairy,4,3,1200,2100,DARK
65612386,Angmarl the Fiendish Monarch,effect,Fiend,6,,2400,1000,DARK
73979030,Angraecum Umbrella,effect,Spellcaster,3,,500,1500,WATER
98022050,Animadorned Archosaur,effect,Dinosaur,1,,0,0,LIGHT
595626,Ankuriboh,effect,Fiend,1,,300,200,DARK
29603180,Annihilator Archfiend,effect,Fiend,9,,2000,3000,DARK
47484352,Anotherverse Dragon,normal,Dragon,8,,2500,2000,LIGHT
86893702,Anotherverse Gluttonia,normal,Fiend,8,,2500,2000,DARK
48365709,Ansatsu,normal,Warrior,5,,1700,1200,EARTH
34236961,Ante,spell,Normal,,,,,
13250922,Anteatereatingant,effect,Insect,5,,2000,500,EARTH
89904598,Anthrosaurus,normal,Dinosaur,3,,1000,850,EARTH
42364257,Anti Raigeki,trap,Normal,,,,,
65064143,Anti-Aircraft Flower,effect,Plant,3,,0,1600,EARTH
72150572,Anti-Fusion Device,trap,Normal,,,,,
97120394,Anti-Magic Arrows,spell,Quick-Play,,,,,
20138923,Anti-Magic Prism,trap,Normal,,,,,
53112492,Anti-Spell,trap,Counter,,,,,
58921041,Anti-Spell Fragrance,trap,Continuous,,,,,
43583400,Antialian,effect,Cyberse,4,,1900,600,EARTH
58844135,Antihuman Intelligence ME-PSY-YA,effect_pendulum,Cyberse,8,0,2500,3000,LIGHT
41098335,Ape Fighter,effect,Beast,4,,1900,1200,DARK
31975743,Ape Magician,effect,Beast,3,,800,1200,DARK
25573115,Apex Predation,trap,Normal,,,,,
41158734,Apocatequil,effect,Thunder,4,,1800,1200,LIGHT
4280258,"Apollousa, Bow of the Goddess",link,Fairy,4,,0,,WIND
85888377,Apophis the Swamp Deity,trap,Continuous,,,,,
40061558,Apoqliphort Skybase,effect,Machine,9,,2900,2500,EARTH
27279764,Apoqliphort Towers,effect,Machine,10,,3000,2600,EARTH
91392974,Apparition,trap,Normal,,,,,
56132807,Apple Magician Girl,effect,Spellcaster,3,,1200,800,FIRE
43341600,Apple of Enlightenment,trap,Normal,,,,,
5846183,Appliancer Breakerbuncle,effect,Machine,1,,0,0,WATER
78225596,Appliancer Celtopus,link,Machine,2,,0,,DARK
27157996,Appliancer Conversion,spell,Quick-Play,,,,,
41830887,Appliancer Copybokkle,effect,Machine,1,,0,0,DARK
3507053,Appliancer Dryer Drake,link,Machine,1,,0,,FIRE
3875465,Appliancer Electrilyrical World,spell,Field,,,,,
4729591,Appliancer Kappa Scale,link,Machine,1,,0,,WATER
77102944,Appliancer Laundry Dragon,link,Machine,1,,1500,,WATER
81769387,Appliancer Propelion,link,Machine,1,,1200,,WIND
30996652,Appliancer Reuse,spell,Normal,,,,,
78447174,Appliancer Socketroll,effect,Machine,1,,100,100,DARK
66380357,Appliancer Test,spell,Normal,,,,,
30118200,Appliancer Vacculephant,link,Machine,1,,1000,,DARK
43262273,Appointer of the Red Lotus,trap,Normal,,,,,
30603688,Apprentice Illusion Magician,effect,Spellcaster,6,,2000,1700,DARK
9156135,Apprentice Magician,effect,Spellcaster,2,,400,800,DARK
64977888,Apprentice Piper,effect,Spellcaster,2,,100,1500,DARK
48539234,Appropriate,trap,Continuous,,,,,
96427353,Aqua Armor Ninja,effect,Warrior,4,,800,1600,WATER
95132338,Aqua Chorus,trap,Continuous,,,,,
59131526,Aqua Chorus Round,spell,Normal,,,,,
86164529,Aqua Dragon,fusion,Sea Serpent,6,,2250,1900,WATER
7653207,Aqua Jet,spell,Normal,,,,,
85639257,Aqua Madoor,normal,Spellcaster,4,,1200,2000,WATER
12436646,Aqua Snake,normal,Aqua,3,,1050,900,WATER
40916023,Aqua Spirit,effect,Aqua,4,,1600,1200,WATER
28325165,Aqua Story - Urashima,trap,Normal,,,,,
92053608,Aquaactress Arowana,effect,Aqua,6,,2000,2000,WATER
66668900,Aquaactress Guppy,effect,Aqua,2,,600,600,WATER
39260991,Aquaactress Tetra,effect,Aqua,1,,300,300,WATER
78910579,Aquamirror Cycle,trap,Normal,,,,,
64437633,Aquamirror Illusion,trap,Normal,,,,,
46337945,Aquamirror Meditation,trap,Normal,,,,,
22377815,Aquarian Alessa,effect,Aqua,4,,1500,500,WATER
91831066,Aquarium Lighting,spell,Continuous,,,,,
65446452,Aquarium Set,spell,Continuous,,,,,
29047353,Aquarium Stage,spell,Continuous,,,,,
75771170,Arahime the Manifested Mikanko,ritual,Fairy,9,,0,0,LIGHT
16889337,Aratama,effect,Fiend,4,,800,1800,DARK
64276752,Arc Rebellion Xyz Dragon,xyz,Dragon,5,,3000,2500,DARK
99189322,Arcana Call,trap,Normal,,,,,
64454614,Arcana Extra Joker,link,Warrior,3,,2800,,LIGHT
62892347,Arcana Force 0 - The Fool,effect,Fairy,1,,0,0,LIGHT
69831560,Arcana Force EX - The Dark Ruler,effect,Fairy,10,,4000,4000,LIGHT
5861892,Arcana Force EX - The Light Ruler,effect,Fairy,10,,4000,4000,LIGHT
8396952,Arcana Force I - The Magician,effect,Fairy,4,,1100,1100,LIGHT
35781051,Arcana Force III - The Empress,effect,Fairy,4,,1300,1300,LIGHT
61175706,Arcana Force IV - The Emperor,effect,Fairy,4,,1400,1400,LIGHT
97574404,Arcana Force VI - The Lovers,effect,Fairy,4,,1600,1600,LIGHT
34568403,Arcana Force VII - The Chariot,effect,Fairy,4,,1700,1700,LIGHT
60953118,Arcana Force XIV - Temperance,effect,Fairy,6,,2400,2400,LIGHT
59712426,Arcana Force XV - The Fiend,effect,Fairy,7,,2500,2500,LIGHT
97452817,Arcana Force XVIII - The Moon,effect,Fairy,7,,2800,2800,LIGHT
23846921,Arcana Force XXI - The World,effect,Fairy,8,,3100,3100,LIGHT
6150044,Arcana Knight Joker,fusion,Warrior,9,,3800,2500,LIGHT
11819473,Arcana Reading,spell,Normal,,,,,
93880808,Arcana Triumph Joker,effect,Warrior,10,,0,2500,LIGHT
40048324,Arcane Apprentice,effect,Spellcaster,2,,1000,400,FIRE
55001420,Arcane Archer of the Forest,effect,Warrior,3,,900,1400,EARTH
17896384,Arcane Barrier,spell,Continuous,,,,,
31924889,Arcanite Magician,synchro,Spellcaster,7,,400,1800,LIGHT
14553285,Arcanite Magician/Assault Mode,effect,Spellcaster,9,,900,2300,LIGHT
45349196,Archfiend Black Skull Dragon,fusion,Dragon,9,,3200,2500,DARK
92039899,Archfiend Cavalry,effect,Fiend,4,,1900,0,DARK
68371799,Archfiend Commander,effect,Fiend,6,,2500,1200,DARK
57624336,Archfiend Eccentrick,effect_pendulum,Fiend,3,7,800,1000,LIGHT
28423537,"Archfiend Emperor, the First Lord of Horror",effect,Fiend,8,,3000,2000,DARK
31766317,Archfiend Empress,effect,Fiend,8,,2900,2100,DARK
48675364,Archfiend General,effect,Fiend,4,,2100,800,DARK
84341431,Archfiend Giant,effect,Fiend,6,,2400,1600,DARK
66540884,Archfiend Heiress,effect,Fiend,3,,1000,0,DARK
14430063,Archfiend Interceptor,effect,Fiend,4,,1400,1600,DARK
75889523,Archfiend Marmot of Nefariousness,normal,Beast,2,,400,600,EARTH
15150371,Archfiend Mirror,normal,Fiend,2,,700,600,DARK
50287060,Archfiend of Gilfer,effect,Fiend,6,,2200,2500,DARK
63883999,Archfiend Palabyrinth,spell,Field,,,,,
49881766,Archfiend Soldier,normal,Fiend,4,,1900,1500,DARK
59969392,Archfiend Zombie-Skull,synchro,Zombie,6,,2500,1200,DARK
53008933,Archfiend's Arrival,effect,Fiend,6,,2500,1200,DARK
61248471,Archfiend's Ascent,xyz,Fiend,6,,2500,1200,DARK
95825679,Archfiend's Awakening,ritual,Fiend,6,,2500,1200,DARK
64635042,Archfiend's Call,synchro,Fiend,6,,2500,1200,DARK
300302057,Archfiend's Conscription,skill,Titan,,,,,
5168381,Archfiend's Ghastly Glitch,trap,Normal,,,,,
32775808,Archfiend's Manifestation,fusion,Fiend,6,,2500,1200,DARK
22796548,Archfiend's Oath,spell,Continuous,,,,,
300302058,Archfiend's Promotion,skill,Titan,,,,,
56246017,Archfiend's Roar,trap,Normal,,,,,
21438286,Archfiend's Staff of Despair,spell,Equip,,,,,
59509952,Archlord Kristya,effect,Fairy,8,,2800,2300,LIGHT
18378582,Archlord Zerato,effect,Fairy,8,,2800,2300,LIGHT
33212663,Archnemeses Eschatos,effect,Dragon,11,,3000,2500,LIGHT
6728559,Archnemeses Protos,effect,Wyrm,11,,2500,3000,DARK
38173725,Arcjet Lightcraft,effect,Machine,9,,0,2100,LIGHT
40502912,Aria the Melodious Diva,effect,Fairy,4,,1600,1200,LIGHT
75730490,Ariane the Labrynth Servant,effect,Fiend,4,,1800,1100,DARK
1225009,Arianna the Labrynth Servant,effect,Fiend,4,,1600,2100,DARK
73602965,Arias the Labrynth Butler,effect,Fiend,6,,1500,2500,DARK
56827051,"Ariel, Priestess of the Nekroz",effect,Psychic,4,,1000,1800,WATER
65910922,"Arionpos, Serpent of the Ghoti",synchro,Fish,6,,2100,0,WATER
29904964,Arisen Gaia the Fierce Knight,effect,Warrior,7,,2300,2100,DARK
33282498,Arkbrave Dragon,effect,Dragon,7,,2400,2000,LIGHT
50687050,Arktos XII - Chronochasm Vaylantz,fusion_pendulum,Fairy,12,12,3000,3000,EARTH
14708569,Arlownay,normal,Plant,3,,800,1000,EARTH
36151751,Arma Knight,normal,Aqua,4,,1000,1200,WATER
88033975,"Armades, Keeper of Boundaries",synchro,Fiend,5,,2300,1500,LIGHT
28493337,Armageddon Designator,trap,Normal,,,,,
28985331,Armageddon Knight,effect,Warrior,4,,1400,1200,DARK
53153481,Armaill,normal,Warrior,3,,700,1300,EARTH
300302023,Armed and Ready!,skill,Chazz Princet,,,,,
90374791,Armed Changer,spell,Equip,,,,,
61606250,Armed Dragon Blitz,spell,Normal,,,,,
75906310,Armed Dragon Catapult Cannon,fusion,Machine,10,,3500,3000,LIGHT
34611551,Armed Dragon Flash,spell,Quick-Play,,,,,
97091969,Armed Dragon Lightning,spell,Continuous,,,,,
59464593,Armed Dragon LV10,effect,Dragon,10,,3000,2000,WIND
84425220,Armed Dragon LV10 White,effect,Dragon,10,,3000,2000,LIGHT
980973,Armed Dragon LV3,effect,Dragon,3,,1200,900,WIND
46384672,Armed Dragon LV5,effect,Dragon,5,,2400,1700,WIND
73879377,Armed Dragon LV7,effect,Dragon,7,,2800,1000,WIND
58153103,Armed Dragon Thunder LV10,effect,Dragon,10,,3000,2000,WIND
57030525,Armed Dragon Thunder LV3,effect,Dragon,3,,1200,900,WIND
21546416,Armed Dragon Thunder LV5,effect,Dragon,5,,2400,1700,WIND
94141712,Armed Dragon Thunder LV7,effect,Dragon,7,,2800,1000,WIND
57605303,Armed Dragon Thunderbolt,trap,Normal,,,,,
75220074,"Armed Dragon, the Armored Dragon",effect,Dragon,4,,1900,1400,WIND
31817415,Armed Neos,fusion,Warrior,10,,3500,3000,WIND
9076207,Armed Ninja,effect,Warrior,1,,300,300,EARTH
29330706,Armed Protector Dragon,effect,Dragon,8,,2000,2800,LIGHT
84430950,Armed Samurai - Ben Kei,effect,Warrior,4,,500,800,DARK
20470500,Armed Sea Hunter,effect,Sea Serpent,4,,1800,400,WATER
36768783,"Armillyre, the Starleader Dragon",link,Dragon,2,,1400,,DARK
43378048,Armityle the Chaos Phantasm,fusion,Fiend,12,,0,0,DARK
60110982,Armityle the Chaos Phantasm - Phantom of Fury,fusion,Fiend,12,,0,0,DARK
79155167,Armor Blast,spell,Normal,,,,,
79649195,Armor Break,trap,Counter,,,,,
87798440,Armor Breaker,effect,Warrior,3,,800,800,EARTH
58827995,Armor Dragon Ritual,spell,Ritual,,,,,
7180418,Armor Exe,effect,Rock,4,,2400,1400,LIGHT
16272453,Armor Ninjitsu Art of Alchemy,spell,Normal,,,,,
65150219,Armor Ninjitsu Art of Freezing,trap,Continuous,,,,,
2148918,Armor Ninjitsu Art of Rust Mist,trap,Continuous,,,,,
62742651,Armored Axon Kicker,effect,Psychic,6,,2200,1800,EARTH
86915847,Armored Bee,effect,Insect,4,,1600,1200,WIND
29374928,Armored Bitron,effect,Cyberse,2,,500,0,DARK
67159705,Armored Cybern,effect,Machine,4,,0,2000,WIND
36868108,Armored Glass,trap,Normal,,,,,
50789693,Armored Kappa,xyz,Psychic,2,,400,1000,WATER
15480588,Armored Lizard,normal,Reptile,4,,1500,1200,EARTH
16246527,Armored Rat,normal,Beast,3,,950,1100,EARTH
17535588,Armored Starfish,normal,Aqua,4,,850,1400,WATER
17170970,Armored White Bear,effect,Beast,4,,1800,1400,WATER
73046708,Armored Xyz,spell,Normal,,,,,
20277860,Armored Zombie,normal,Zombie,3,,1500,0,DARK
73333463,Armoroid,effect,Machine,8,,2700,2000,EARTH
29071332,Armory Arm,synchro,Machine,4,,1800,1200,LIGHT
38960450,Armory Call,trap,Normal,,,,,
61775475,Arms of Genex Return Zero,synchro,Machine,10,,3100,2950,DARK
32549749,Arms Regeneration,spell,Quick-Play,,,,,
22493812,Army Ant Token,token,Insect,4,,500,1200,EARTH
29687169,"Arnis, the Empowered Warrior",effect,Warrior,4,,1700,1200,FIRE
25861589,Aroma Blend,spell,Normal,,,,,
5050644,Aroma Garden,spell,Field,,,,,
29189613,Aroma Gardening,spell,Continuous,,,,,
12804701,Aroma Healing,trap,Normal,,,,,
21452275,Aroma Jar,effect,Rock,1,,500,400,WIND
300202007,Aroma Strategy,skill,Mai,,,,,
85967160,Aromage Bergamot,effect,Plant,6,,2400,1800,FIRE
22174866,Aromage Cananga,effect,Plant,3,,1400,1000,EARTH
96789758,Aromage Jasmine,effect,Plant,2,,100,1900,LIGHT
14169843,Aromage Laurel,effect,Plant,1,,800,0,WIND
40663548,Aromage Marjoram,effect,Plant,5,,2000,1600,DARK
58569561,Aromage Rosemary,effect,Plant,4,,1800,700,WATER
73167098,Aromalilith Magnolia,fusion,Plant,8,,2600,1800,DARK
24689197,Aromalilith Rosalina,effect,Plant,1,,0,0,DARK
30989084,Aromalilith Rosemary,link,Plant,3,,2200,,DARK
16759958,Aromaseraphy Angelica,effect,Plant,1,,0,0,LIGHT
21200905,Aromaseraphy Jasmine,link,Plant,2,,1800,,LIGHT
38148100,Aromaseraphy Rosemary,synchro,Plant,5,,2000,900,LIGHT
79656239,Aromaseraphy Sweet Marjoram,synchro,Plant,6,,2200,2000,LIGHT
34172284,"Aron, the Ogdoadic King",effect,Reptile,8,,2500,2800,LIGHT
69296555,Array of Revealing Light,spell,Field,,,,,
29508346,Arrivalrivals,spell,Quick-Play,,,,,
365213,Arrive in Light,spell,Continuous,,,,,
42364374,Arsenal Bug,effect,Insect,3,,2000,2000,EARTH
55348096,Arsenal Robber,trap,Normal,,,,,
85489096,Arsenal Summoner,effect,Spellcaster,4,,1600,1600,WIND
34755994,"Artemis, the Magistus Moon Maiden",link,Spellcaster,1,,800,,LIGHT
11475049,Artifact Achilleshield,effect,Fairy,5,,1500,2200,LIGHT
85080444,Artifact Aegis,effect,Fairy,5,,1200,2500,LIGHT
12697630,Artifact Beagalltach,effect,Fairy,5,,1400,2100,LIGHT
84268896,Artifact Caduceus,effect,Fairy,5,,1600,2400,LIGHT
8873112,Artifact Chakram,effect,Fairy,5,,1900,2000,LIGHT
7480763,Artifact Dagda,link,Fairy,2,,1500,,LIGHT
69840739,Artifact Durendal,xyz,Fairy,5,,2400,2100,LIGHT
48086335,Artifact Failnaught,effect,Fairy,5,,2000,1600,LIGHT
29223325,Artifact Ignition,spell,Quick-Play,,,,,
47863787,Artifact Labrys,effect,Fairy,5,,2300,1000,LIGHT
34267821,Artifact Lancea,effect,Fairy,5,,1700,2300,LIGHT
80237445,Artifact Mjollnir,effect,Fairy,5,,1300,1800,LIGHT
85103922,Artifact Moralltach,effect,Fairy,5,,2100,1400,LIGHT
12444060,Artifact Sanctum,trap,Normal,,,,,
20292186,Artifact Scythe,effect,Fairy,5,,2200,900,LIGHT
69304426,Artifact Vajra,effect,Fairy,5,,1800,1900,LIGHT
56611470,Artifacts Unleashed,spell,Quick-Play,,,,,
7913375,Artillery Catapult Turtle,effect,Aqua,4,,1000,2000,WATER
21223277,"Artorigus, King of the Noble Knights",xyz,Warrior,4,,2000,2000,LIGHT
71821687,"Ascator, Dawnwalker",effect,Spellcaster,5,,2300,1500,EARTH
88301833,Ascending Soul,spell,Continuous,,,,,
37910722,Ascension Sky Dragon,synchro,Dragon,10,,0,3000,LIGHT
27821104,Asceticism of the Six Samurai,spell,Quick-Play,,,,,
14558127,Ash Blossom & Joyous Spring,effect,Zombie,3,,0,1800,FIRE
66848311,Ashened for Eternity,trap,Continuous,,,,,
34813443,Ashened to Endlessness,trap,Continuous,,,,,
58996839,Ashoka Pillar,effect,Rock,3,,0,2200,EARTH
80993256,Ashura King,xyz,Warrior,3,,2100,0,EARTH
46815301,"Askaan, the Bicorned Ghoti",synchro,Fish,8,,2700,0,WATER
99657399,Asleep at the Switch,trap,Normal,,,,,
85771020,Asmo Token,token,Fairy,5,,1800,1300,DARK
88190790,Assault Armor,spell,Equip,,,,,
3431737,Assault Beast,effect,Beast-Warrior,4,,1900,1200,EARTH
23338098,Assault Blackwing - Chidori the Rain Sprinkling,synchro,Winged Beast,7,,2600,2000,DARK
70456282,Assault Blackwing - Kunai the Drizzle,effect,Winged Beast,5,,2100,1600,DARK
80773359,Assault Blackwing - Onimaru the Divine Thunder,synchro,Winged Beast,12,,3000,2000,DARK
16051717,Assault Blackwing - Raikiri the Rain Shower,synchro,Winged Beast,7,,2600,2000,DARK
17994645,Assault Blackwing - Sayo the Rain Hider,synchro,Winged Beast,2,,800,100,DARK
53389254,Assault Blackwing - Sohaya the Rain Storm,synchro,Winged Beast,5,,1500,2000,DARK
76407432,Assault Counter,trap,Counter,,,,,
72714226,Assault Dog,effect,Beast,4,,1200,800,EARTH
77036039,Assault Mercenary,effect,Warrior,4,,1800,300,EARTH
80280737,Assault Mode Activate,trap,Normal,,,,,
88332693,Assault Mode Zero,spell,Quick-Play,,,,,
62633180,Assault on GHQ,trap,Normal,,,,,
93469007,Assault Overload,spell,Quick-Play,,,,,
74431740,Assault Reboot,trap,Normal,,,,,
56252810,Assault Revival,spell,Quick-Play,,,,,
39015,Assault Sentinel,effect,Beast-Warrior,4,,1600,800,EARTH
40012727,Assault Slash,trap,Normal,,,,,
87043568,Assault Spirits,trap,Normal,,,,,
77202120,Assault Synchron,effect,Machine,2,,700,0,DARK
29863101,Assault Teleport,spell,Normal,,,,,
29311166,Assault Wyvern,effect,Dragon,4,,1800,1100,LIGHT
98520301,Asset Mountis,effect,Insect,7,,2300,2000,LIGHT
25592142,Asteria of the White Woods,effect,Spellcaster,2,,0,0,LIGHT
69170403,Astra Ghouls,effect,Zombie,5,,0,2000,EARTH
37053871,Astral Barrier,trap,Continuous,,,,,
64591429,Astral Kuriboh,effect,Fiend,1,,100,100,LIGHT
74139959,Astral World Tree Illumistil,link,Plant,5,,2000,,EARTH
69852487,Astraltopia,effect,Warrior,4,,0,0,LIGHT
76794549,Astrograph Sorcerer,effect_pendulum,Spellcaster,7,1,2500,2000,DARK
2134346,Asura Priest,effect,Fairy,4,,1700,1200,LIGHT
88236094,Aswan Apparition,effect,Fiend,3,,500,500,DARK
66719533,Asymmetaphys,spell,Continuous,,,,,
6112401,At One With the Sword,trap,Normal,,,,,
48964966,Athena,effect,Fairy,7,,2600,800,LIGHT
8078366,Atlantean Attack Squad,effect,Sea Serpent,3,,1400,0,WATER
74311226,Atlantean Dragoons,effect,Sea Serpent,4,,1800,0,WATER
37104630,Atlantean Heavy Infantry,effect,Sea Serpent,2,,0,1600,WATER
706925,Atlantean Marksman,effect,Sea Serpent,3,,1400,0,WATER
26976414,Atlantean Pikeman,normal,Sea Serpent,2,,1400,0,WATER
87340664,Atomic Firefly,effect,Insect,1,,100,200,LIGHT
92361635,Atomic Scrap Dragon,synchro,Dragon,10,,3200,2400,EARTH
79875526,Attachment Cybern,effect,Dragon,3,,1600,800,LIGHT
63689843,Attack and Receive,trap,Normal,,,,,
31175914,Attack Gainer,effect,Warrior,1,,0,0,EARTH
3103067,Attack Guidance Armor,trap,Normal,,,,,
84389640,Attack of the Cornered Rat,trap,Continuous,,,,,
68786330,Attack Pheromones,spell,Continuous,,,,,
91989718,Attack Reflector Unit,trap,Normal,,,,,
